,bra size,cup size,fit,height,hips,item_id,length,quality,size,user_id,waist,hip_waist_ratio
66849,36.0,dddd/g,fit,65.0,36.0,697835,just right,4.0,15,130628,31.0,0.8611111111111112
66850,38.0,d,fit,65.0,40.0,697835,just right,5.0,20,165904,34.0,0.85
66853,42.0,d,fit,68.0,40.0,697835,just right,5.0,20,188280,34.0,0.85
66855,44.0,c,fit,69.0,,697835,just right,4.0,26,726921,,0.8475235268649493
66860,34.0,b,fit,65.0,34.0,697835,just right,5.0,6,967259,29.0,0.8529411764705882
66863,36.0,d,fit,66.0,37.0,697835,just right,4.0,10,830392,31.0,0.8378378378378378
66864,32.0,c,fit,69.0,37.0,697835,just right,4.0,10,907020,31.0,0.8378378378378378
66865,36.0,c,fit,64.0,,697835,just right,4.0,10,803586,,0.8475235268649493
66867,36.0,d,fit,63.0,40.0,697835,just right,5.0,10,506697,34.0,0.85
66871,36.0,d,fit,67.0,,697835,just right,5.0,20,695865,,0.8475235268649493
66874,36.0,dd/e,fit,67.0,,697835,just right,4.0,32,257990,,0.8475235268649493
66875,34.0,c,fit,66.0,,697835,just right,4.0,6,615250,,0.8475235268649493
66876,42.0,dd/e,fit,61.0,37.0,697835,just right,5.0,26,977294,31.0,0.8378378378378378
66877,44.0,dd/e,fit,77.0,,697835,just right,4.0,32,367045,,0.8475235268649493
66878,40.0,d,fit,63.0,36.0,697835,just right,4.0,32,320798,31.0,0.8611111111111112
66879,40.0,ddd/f,fit,69.0,35.0,697835,just right,4.0,38,221501,30.0,0.8571428571428571
66881,42.0,c,fit,67.0,,697835,just right,5.0,26,79944,,0.8475235268649493
66882,36.0,c,fit,70.0,,697835,just right,4.0,10,863364,,0.8475235268649493
66884,36.0,ddd/f,fit,65.0,30.0,697835,just right,4.0,20,254628,26.0,0.8666666666666667
66885,32.0,b,fit,65.0,40.0,697835,just right,4.0,15,903144,34.0,0.85
66886,36.0,b,fit,65.0,48.0,697835,just right,5.0,10,436372,41.0,0.8541666666666666
66887,38.0,h,fit,67.0,,697835,just right,5.0,20,956484,,0.8475235268649493
66889,34.0,d,fit,65.0,39.0,697835,just right,5.0,6,735626,33.0,0.8461538461538461
66890,34.0,ddd/f,fit,66.0,,697835,just right,5.0,6,555378,,0.8475235268649493
66891,34.0,b,fit,66.0,,697835,just right,4.0,10,686079,,0.8475235268649493
66892,32.0,a,fit,69.0,40.0,697835,just right,5.0,10,833998,34.0,0.85
66894,,,fit,69.0,,697835,just right,4.0,26,45484,,0.8475235268649493
66896,46.0,ddd/f,fit,70.0,44.0,697835,just right,4.0,38,779408,37.0,0.8409090909090909
66897,34.0,a,fit,66.0,43.0,697835,just right,5.0,6,329857,37.0,0.8604651162790697
66898,38.0,d,fit,64.0,45.0,697835,just right,4.0,26,750692,38.0,0.8444444444444444
66899,34.0,a,fit,67.0,34.0,697835,just right,5.0,6,432783,29.0,0.8529411764705882
66900,,,fit,62.0,,697835,just right,5.0,6,308581,,0.8475235268649493
66901,44.0,c,fit,67.0,44.0,697835,just right,4.0,32,931451,37.0,0.8409090909090909
66902,34.0,c,fit,67.0,35.0,697835,just right,5.0,6,549605,30.0,0.8571428571428571
66903,36.0,dd/e,fit,66.0,,697835,just right,4.0,15,741917,,0.8475235268649493
66906,36.0,dd/e,fit,66.0,,697835,just right,4.0,20,477568,,0.8475235268649493
66910,36.0,c,fit,61.0,39.0,697835,just right,5.0,15,356444,33.0,0.8461538461538461
66912,36.0,c,fit,62.0,44.0,697835,just right,5.0,10,941696,37.0,0.8409090909090909
66913,42.0,d,fit,64.0,,697835,just right,4.0,38,294776,,0.8475235268649493
66916,38.0,b,fit,64.0,,697835,just right,5.0,6,781269,,0.8475235268649493
66917,32.0,d,fit,67.0,,697835,just right,4.0,6,72703,,0.8475235268649493
66918,34.0,dd/e,fit,60.0,44.0,697835,just right,4.0,6,647860,37.0,0.8409090909090909
66920,40.0,ddd/f,fit,71.0,39.0,697835,just right,5.0,26,529366,33.0,0.8461538461538461
66921,32.0,d,fit,64.0,41.0,697835,just right,4.0,10,148122,35.0,0.8536585365853658
66922,32.0,ddd/f,fit,64.0,40.0,697835,just right,4.0,6,401872,34.0,0.85
66924,36.0,dd/e,fit,68.0,,697835,just right,4.0,15,844860,,0.8475235268649493
66926,34.0,dd/e,fit,68.0,32.0,697835,just right,4.0,15,844774,27.0,0.84375
66927,48.0,dd/e,fit,68.0,34.0,697835,just right,5.0,38,517400,29.0,0.8529411764705882
66930,36.0,c,fit,70.0,,697835,just right,5.0,10,756723,,0.8475235268649493
66934,38.0,dd/e,fit,69.0,35.0,697835,just right,5.0,10,833004,30.0,0.8571428571428571
66935,38.0,d,fit,64.0,42.0,697835,just right,5.0,20,255917,36.0,0.8571428571428571
66938,30.0,d,fit,62.0,44.0,697835,just right,5.0,6,482069,37.0,0.8409090909090909
66939,,,fit,70.0,,697835,just right,5.0,15,954634,,0.8475235268649493
66940,32.0,dd/e,fit,68.0,45.0,697835,just right,5.0,15,82980,38.0,0.8444444444444444
66941,34.0,d,fit,65.0,43.0,697835,just right,4.0,10,787058,37.0,0.8604651162790697
66943,38.0,d,fit,71.0,42.0,697835,just right,4.0,32,480021,36.0,0.8571428571428571
66945,32.0,b,fit,66.0,,697835,just right,5.0,10,11301,,0.8475235268649493
66946,46.0,c,fit,65.0,45.0,697835,just right,5.0,38,694170,38.0,0.8444444444444444
66947,34.0,b,fit,65.0,54.0,697835,just right,5.0,10,912710,46.0,0.8518518518518519
66949,30.0,i,fit,60.0,38.0,697835,just right,5.0,6,289368,32.0,0.8421052631578947
66951,36.0,dd/e,fit,67.0,,697835,just right,5.0,15,856924,,0.8475235268649493
66952,36.0,c,fit,62.0,,697835,just right,4.0,10,76354,,0.8475235268649493
66954,32.0,dd/e,fit,67.0,41.0,697835,just right,4.0,10,930636,35.0,0.8536585365853658
66956,32.0,c,fit,67.0,,697835,just right,4.0,6,185428,,0.8475235268649493
66960,,,fit,65.0,47.0,697835,just right,5.0,15,775059,40.0,0.851063829787234
66961,38.0,d,fit,67.0,39.0,697835,just right,5.0,26,738063,33.0,0.8461538461538461
66963,,,fit,61.0,44.0,697835,just right,5.0,6,481659,37.0,0.8409090909090909
66967,38.0,ddd/f,fit,61.0,49.0,697835,just right,5.0,15,300099,42.0,0.8571428571428571
66968,36.0,dd/e,fit,66.0,42.0,697835,just right,5.0,15,340019,36.0,0.8571428571428571
66969,32.0,b,fit,65.0,36.0,697835,just right,4.0,6,37366,31.0,0.8611111111111112
66972,,,fit,70.0,36.0,697835,just right,4.0,10,746776,31.0,0.8611111111111112
66974,36.0,b,fit,69.0,38.0,697835,just right,5.0,15,613872,32.0,0.8421052631578947
66979,38.0,d,fit,69.0,50.0,697855,just right,5.0,32,458584,42.0,0.84
66984,38.0,dd/e,fit,68.0,45.0,697855,just right,5.0,32,925202,38.0,0.8444444444444444
67009,32.0,d,fit,67.0,36.0,697855,just right,5.0,20,278619,31.0,0.8611111111111112
67013,38.0,d,fit,60.0,47.0,697855,just right,4.0,32,486177,40.0,0.851063829787234
67019,28.0,c,fit,66.0,41.0,697855,just right,4.0,26,640146,35.0,0.8536585365853658
67022,38.0,ddd/f,fit,63.0,35.0,697855,just right,5.0,26,544301,30.0,0.8571428571428571
67024,38.0,b,fit,64.0,,697855,just right,4.0,20,532575,,0.8475235268649493
67025,38.0,b,fit,68.0,38.0,697855,just right,5.0,20,715155,32.0,0.8421052631578947
67027,,,fit,70.0,43.0,697855,just right,4.0,32,864392,37.0,0.8604651162790697
67028,36.0,h,fit,65.0,35.0,697855,just right,5.0,26,497557,30.0,0.8571428571428571
67031,36.0,b,fit,70.0,,697855,just right,5.0,20,135362,,0.8475235268649493
67034,34.0,d,fit,73.0,38.0,697855,just right,4.0,20,252447,32.0,0.8421052631578947
67036,42.0,d,fit,68.0,35.0,697855,just right,4.0,20,790430,30.0,0.8571428571428571
67046,38.0,dd/e,fit,64.0,40.0,697855,just right,5.0,32,782885,34.0,0.85
67048,42.0,c,fit,62.0,,697855,just right,4.0,32,31574,,0.8475235268649493
67049,38.0,j,fit,61.0,,697855,just right,5.0,32,22590,,0.8475235268649493
67051,40.0,ddd/f,fit,61.0,33.0,697855,just right,4.0,32,367345,28.0,0.8484848484848485
67055,36.0,d,fit,64.0,50.0,697855,just right,5.0,20,691687,42.0,0.84
67060,38.0,c,fit,67.0,39.0,697855,just right,5.0,20,923418,33.0,0.8461538461538461
67061,40.0,c,fit,66.0,47.0,697855,just right,4.0,26,32621,40.0,0.851063829787234
67062,,,fit,66.0,36.0,697855,just right,4.0,20,415208,31.0,0.8611111111111112
67071,28.0,i,fit,66.0,44.0,697881,just right,5.0,8,973551,37.0,0.8409090909090909
67072,40.0,d,fit,68.0,39.0,697881,just right,5.0,26,75885,33.0,0.8461538461538461
67074,34.0,a,fit,69.0,40.0,697881,just right,5.0,1,212752,34.0,0.85
67076,36.0,d,fit,66.0,,697881,just right,4.0,12,97920,,0.8475235268649493
67081,42.0,dd/e,fit,68.0,,697881,just right,5.0,15,824365,,0.8475235268649493
67086,34.0,b,fit,66.0,38.0,697881,just right,5.0,12,16544,32.0,0.8421052631578947
67088,34.0,dd/e,fit,67.0,46.0,697881,just right,5.0,15,865351,39.0,0.8478260869565217
67089,36.0,c,fit,65.0,34.0,697881,just right,5.0,8,425113,29.0,0.8529411764705882
67091,36.0,h,fit,67.0,35.0,697881,just right,5.0,32,790158,30.0,0.8571428571428571
67100,38.0,ddd/f,fit,66.0,,698301,just right,5.0,20,789850,,0.8475235268649493
67107,40.0,b,fit,66.0,44.0,698301,just right,4.0,20,164306,37.0,0.8409090909090909
67108,40.0,dd/e,fit,70.0,40.0,698301,just right,4.0,26,521349,34.0,0.85
67112,38.0,d,fit,67.0,38.0,698301,just right,4.0,26,175286,32.0,0.8421052631578947
67115,42.0,dd/e,fit,68.0,36.0,698301,just right,4.0,26,448470,31.0,0.8611111111111112
67121,38.0,dd/e,fit,68.0,,698301,just right,4.0,32,602914,,0.8475235268649493
67126,38.0,dd/e,fit,67.0,44.0,698301,just right,4.0,20,64610,37.0,0.8409090909090909
67128,40.0,d,fit,71.0,34.0,698301,just right,5.0,26,540287,29.0,0.8529411764705882
67131,38.0,b,fit,66.0,42.0,698301,just right,5.0,20,381667,36.0,0.8571428571428571
67135,36.0,c,fit,67.0,,698301,just right,5.0,20,733220,,0.8475235268649493
67139,,,fit,70.0,35.0,698301,just right,5.0,20,363326,30.0,0.8571428571428571
67143,42.0,ddd/f,fit,71.0,52.0,698301,just right,5.0,32,259174,44.0,0.8461538461538461
67146,36.0,ddd/f,fit,68.0,40.0,698301,just right,4.0,26,326403,34.0,0.85
67166,40.0,d,fit,71.0,30.0,698301,just right,5.0,32,122593,26.0,0.8666666666666667
67169,34.0,ddd/f,fit,66.0,34.0,698301,just right,5.0,26,101113,29.0,0.8529411764705882
67170,38.0,c,fit,69.0,40.0,698301,just right,4.0,32,115081,34.0,0.85
67181,42.0,dd/e,fit,67.0,41.0,698301,just right,5.0,20,906744,35.0,0.8536585365853658
67184,38.0,h,fit,67.0,39.0,698301,just right,5.0,26,111847,33.0,0.8461538461538461
67186,38.0,b,fit,67.0,,698301,just right,5.0,20,917531,,0.8475235268649493
67189,40.0,ddd/f,fit,69.0,40.0,698301,just right,5.0,32,902300,34.0,0.85
67195,38.0,d,fit,68.0,,698301,just right,5.0,20,824645,,0.8475235268649493
67199,38.0,ddd/f,fit,69.0,,698301,just right,4.0,20,157816,,0.8475235268649493
67206,38.0,c,fit,69.0,42.0,698301,just right,5.0,20,695371,36.0,0.8571428571428571
67209,38.0,h,fit,67.0,36.0,698301,just right,5.0,20,775478,25.0,0.6944444444444444
67210,,,fit,69.0,37.0,698449,just right,4.0,12,182622,27.0,0.7297297297297297
67212,36.0,dd/e,fit,68.0,35.0,698449,just right,5.0,12,896877,27.0,0.7714285714285715
67218,,,fit,65.0,35.0,698449,just right,4.0,12,692287,30.0,0.8571428571428571
67219,34.0,d,fit,67.0,,698449,just right,5.0,26,751044,,0.8475235268649493
67220,32.0,dd/e,fit,63.0,42.0,698449,just right,5.0,1,732019,31.0,0.7380952380952381
67221,,,fit,66.0,44.0,698449,just right,4.0,15,621206,35.0,0.7954545454545454
67225,32.0,dd/e,fit,63.0,39.0,698449,just right,5.0,8,43250,33.0,0.8461538461538461
67228,34.0,k,fit,67.0,38.0,698449,just right,5.0,15,340214,29.0,0.7631578947368421
67231,,,fit,69.0,36.0,698449,just right,4.0,8,628538,26.0,0.7222222222222222
67236,34.0,d,fit,65.0,38.0,698449,just right,5.0,8,30212,29.0,0.7631578947368421
67237,36.0,c,fit,66.0,42.0,698449,just right,5.0,8,583611,36.0,0.8571428571428571
67239,36.0,dddd/g,fit,67.0,41.0,698449,just right,5.0,15,198516,29.0,0.7073170731707317
67244,,,fit,65.0,,698449,just right,5.0,26,291742,,0.8475235268649493
67246,36.0,c,fit,69.0,,698449,just right,4.0,12,129156,,0.8475235268649493
67248,34.0,a,fit,69.0,,698449,just right,4.0,4,516061,,0.8475235268649493
67259,34.0,dd/e,fit,65.07546831585552,46.0,698964,just right,4.0,5,203997,35.0,0.7608695652173914
67264,34.0,b,fit,64.0,,698964,just right,5.0,2,592785,,0.8475235268649493
67265,32.0,a,fit,68.0,60.0,698964,just right,5.0,4,982366,51.0,0.85
67267,32.0,ddd/f,fit,65.0,,698964,just right,4.0,12,666359,,0.8475235268649493
67269,32.0,b,fit,63.0,41.0,698964,just right,5.0,4,504751,35.0,0.8536585365853658
67272,32.0,b,fit,67.0,37.0,698964,just right,5.0,1,9794,31.0,0.8378378378378378
67273,32.0,d,fit,71.0,,698964,just right,4.0,8,644134,,0.8475235268649493
67275,34.0,b,fit,68.0,40.0,698964,just right,5.0,8,374598,34.0,0.85
67276,34.0,c,fit,66.0,37.0,698964,just right,4.0,9,323034,31.0,0.8378378378378378
67277,34.0,b,fit,70.0,37.0,698964,just right,5.0,8,259422,31.0,0.8378378378378378
67278,32.0,a,fit,61.0,41.0,698964,just right,4.0,4,871897,35.0,0.8536585365853658
67279,34.0,c,fit,69.0,37.0,698964,just right,4.0,12,14895,31.0,0.8378378378378378
67280,34.0,d,fit,66.0,40.0,698964,just right,5.0,5,463309,34.0,0.85
67293,32.0,dd/e,fit,68.0,40.0,698964,just right,5.0,5,121880,34.0,0.85
67294,,,fit,67.0,,698964,just right,5.0,8,160523,,0.8475235268649493
67295,32.0,dd/e,fit,69.0,35.0,698964,just right,4.0,8,797971,30.0,0.8571428571428571
67298,36.0,d,fit,67.0,,698964,just right,4.0,12,294054,,0.8475235268649493
67300,,,fit,66.0,,698964,just right,4.0,13,674517,,0.8475235268649493
67304,32.0,d,fit,64.0,42.0,698964,just right,5.0,5,146768,36.0,0.8571428571428571
67311,36.0,b,fit,69.0,,698964,just right,4.0,9,68394,,0.8475235268649493
67313,36.0,c,fit,68.0,40.0,698964,just right,5.0,4,330124,34.0,0.85
67317,36.0,b,fit,66.0,39.0,698964,just right,4.0,12,926812,33.0,0.8461538461538461
67318,34.0,a,fit,68.0,,698964,just right,5.0,9,627331,,0.8475235268649493
67319,,,fit,70.0,41.0,698964,just right,5.0,9,223799,35.0,0.8536585365853658
67320,34.0,a,fit,64.0,46.0,698964,just right,4.0,1,898768,39.0,0.8478260869565217
67323,34.0,dd/e,fit,63.0,36.0,698964,just right,5.0,12,843102,31.0,0.8611111111111112
67325,34.0,a,fit,69.0,,698964,just right,4.0,8,437151,,0.8475235268649493
67330,32.0,dd/e,fit,67.0,,698964,just right,5.0,8,786304,,0.8475235268649493
67331,34.0,c,fit,69.0,,698964,just right,5.0,9,144925,,0.8475235268649493
67334,34.0,a,fit,66.0,35.0,698964,just right,5.0,4,126334,30.0,0.8571428571428571
67335,34.0,dddd/g,fit,69.0,,698964,just right,5.0,12,26656,,0.8475235268649493
67337,38.0,c,fit,67.0,45.0,698964,just right,4.0,13,712591,38.0,0.8444444444444444
67340,36.0,c,fit,66.0,35.0,698964,just right,4.0,8,497023,30.0,0.8571428571428571
67347,34.0,c,fit,67.0,38.0,698964,just right,5.0,8,659878,32.0,0.8421052631578947
67348,34.0,b,fit,65.0,37.0,698964,just right,5.0,9,776120,31.0,0.8378378378378378
67350,32.0,b,fit,65.0,34.0,698964,just right,5.0,5,316480,29.0,0.8529411764705882
67356,34.0,b,fit,65.0,47.0,698964,just right,5.0,5,405694,40.0,0.851063829787234
67365,34.0,c,fit,66.0,,698964,just right,4.0,8,903290,,0.8475235268649493
67368,36.0,c,fit,69.0,38.0,698964,just right,5.0,13,675529,32.0,0.8421052631578947
67369,34.0,aa,fit,60.0,,698964,just right,5.0,4,23466,,0.8475235268649493
67374,34.0,c,fit,66.0,,698964,just right,4.0,12,147981,,0.8475235268649493
67375,34.0,c,fit,67.0,38.0,698964,just right,4.0,12,497132,32.0,0.8421052631578947
67378,34.0,b,fit,66.0,38.0,698964,just right,4.0,4,87798,32.0,0.8421052631578947
67379,34.0,b,fit,66.0,46.0,698964,just right,4.0,9,713855,39.0,0.8478260869565217
67381,34.0,dddd/g,fit,67.0,36.0,698964,just right,5.0,13,905004,31.0,0.8611111111111112
67383,,,fit,66.0,35.0,698964,just right,5.0,5,961695,30.0,0.8571428571428571
67384,34.0,a,fit,65.0,38.0,698964,just right,4.0,5,923921,32.0,0.8421052631578947
67385,32.0,dd/e,fit,63.0,,698964,just right,5.0,4,210399,,0.8475235268649493
67386,,,fit,65.0,37.0,698964,just right,5.0,8,116939,31.0,0.8378378378378378
67387,38.0,dd/e,fit,64.0,38.0,698964,just right,5.0,12,97988,32.0,0.8421052631578947
67394,34.0,h,fit,65.0,50.0,698964,just right,5.0,12,644496,42.0,0.84
67397,32.0,dd/e,fit,69.0,38.0,698964,just right,5.0,8,152562,32.0,0.8421052631578947
67398,34.0,b,fit,69.0,44.0,698964,just right,4.0,9,363375,37.0,0.8409090909090909
67400,36.0,dd/e,fit,66.0,37.0,698964,just right,4.0,13,965914,31.0,0.8378378378378378
67404,34.0,a,fit,64.0,35.0,698964,just right,5.0,4,391247,30.0,0.8571428571428571
67406,32.0,d,fit,68.0,41.0,698964,just right,5.0,2,685453,35.0,0.8536585365853658
67408,36.0,b,fit,65.0,46.0,698964,just right,4.0,13,962189,39.0,0.8478260869565217
67410,38.0,d,fit,67.0,,698964,just right,5.0,13,122256,,0.8475235268649493
67411,32.0,dd/e,fit,64.0,36.0,698964,just right,4.0,5,591246,31.0,0.8611111111111112
67412,34.0,d,fit,67.0,34.0,698964,just right,5.0,9,355892,29.0,0.8529411764705882
67414,28.0,aa,fit,36.0,36.0,698964,just right,4.0,13,901694,31.0,0.8611111111111112
67415,34.0,c,fit,53.0,39.0,698964,just right,5.0,8,371481,33.0,0.8461538461538461
67418,36.0,b,fit,68.0,,698964,just right,4.0,12,726888,,0.8475235268649493
67419,32.0,dd/e,fit,67.0,35.0,698964,just right,5.0,4,580264,30.0,0.8571428571428571
67422,34.0,b,fit,59.0,35.0,698964,just right,4.0,8,290920,30.0,0.8571428571428571
67424,,,fit,67.0,35.0,698964,just right,4.0,4,382099,30.0,0.8571428571428571
67428,36.0,b,fit,69.0,38.0,698964,just right,5.0,12,906681,32.0,0.8421052631578947
67431,32.0,b,fit,69.0,53.0,698964,just right,5.0,5,931100,45.0,0.8490566037735849
67437,34.0,b,fit,67.0,38.0,698964,just right,5.0,5,636725,32.0,0.8421052631578947
67442,34.0,c,fit,68.0,,698964,just right,4.0,4,53239,,0.8475235268649493
67447,32.0,c,fit,58.0,46.0,698964,just right,5.0,1,230992,39.0,0.8478260869565217
67452,34.0,d,fit,66.0,,698964,just right,4.0,5,968048,,0.8475235268649493
67455,,,fit,60.0,38.0,698964,just right,5.0,12,169366,32.0,0.8421052631578947
67461,32.0,ddd/f,fit,64.0,35.0,698964,just right,5.0,8,694239,30.0,0.8571428571428571
67462,34.0,dd/e,fit,66.0,,698964,just right,5.0,8,534827,,0.8475235268649493
67464,32.0,dddd/g,fit,66.0,42.0,698964,just right,4.0,9,717087,36.0,0.8571428571428571
67466,34.0,d,fit,65.0,35.0,698964,just right,4.0,13,693849,30.0,0.8571428571428571
67467,32.0,b,fit,61.0,33.0,698964,just right,5.0,2,815815,28.0,0.8484848484848485
67468,34.0,d,fit,62.0,37.0,698964,just right,5.0,2,761588,31.0,0.8378378378378378
67473,,,fit,65.0,42.0,698964,just right,5.0,9,951295,36.0,0.8571428571428571
67478,32.0,b,fit,64.0,,698964,just right,5.0,8,107177,,0.8475235268649493
67479,32.0,a,fit,66.0,37.0,698964,just right,5.0,4,700728,31.0,0.8378378378378378
67487,32.0,aa,fit,61.0,50.0,698964,just right,4.0,5,964258,42.0,0.84
67489,32.0,d,fit,64.0,,698964,just right,5.0,4,441478,,0.8475235268649493
67491,,,fit,59.0,41.0,698964,just right,5.0,5,799150,35.0,0.8536585365853658
67492,34.0,d,fit,65.0,42.0,698964,just right,5.0,2,250563,36.0,0.8571428571428571
67493,30.0,d,fit,69.0,44.0,698964,just right,5.0,2,806271,37.0,0.8409090909090909
67495,,,fit,62.0,44.0,698964,just right,4.0,8,384867,37.0,0.8409090909090909
67497,,,fit,70.0,34.0,698964,just right,4.0,12,292038,29.0,0.8529411764705882
67500,34.0,d,fit,68.0,,698964,just right,5.0,9,706946,,0.8475235268649493
67501,34.0,c,fit,66.0,58.0,698964,just right,4.0,1,578143,49.0,0.8448275862068966
67502,34.0,b,fit,66.0,51.0,698964,just right,4.0,9,725474,43.0,0.8431372549019608
67505,36.0,d,fit,67.0,34.0,698964,just right,4.0,9,831582,29.0,0.8529411764705882
67514,36.0,dd/e,fit,67.0,47.0,699784,just right,5.0,12,453604,40.0,0.851063829787234
67519,38.0,c,fit,64.0,46.0,699784,just right,5.0,15,342809,39.0,0.8478260869565217
67521,34.0,dd/e,fit,66.0,,699784,just right,4.0,4,206051,,0.8475235268649493
67523,34.0,b,fit,67.0,36.0,699784,just right,5.0,4,835283,31.0,0.8611111111111112
67526,,,fit,65.0,38.0,699784,just right,5.0,4,299074,29.0,0.7631578947368421
67527,38.0,h,fit,64.0,46.0,699784,just right,4.0,32,962776,38.0,0.8260869565217391
67528,34.0,a,fit,66.0,,699784,just right,5.0,4,965890,,0.8475235268649493
67531,36.0,a,fit,66.0,34.0,699784,just right,4.0,12,903663,29.0,0.8529411764705882
67538,,,fit,63.0,42.0,699784,just right,4.0,15,710471,33.0,0.7857142857142857
67539,36.0,dd/e,fit,64.0,43.0,699784,just right,5.0,12,459619,39.0,0.9069767441860465
67543,32.0,d,fit,64.0,,699784,just right,4.0,4,933460,,0.8475235268649493
67546,34.0,b,fit,64.0,,699784,just right,4.0,4,432041,,0.8475235268649493
67547,34.0,b,fit,68.0,43.0,699784,just right,5.0,12,646159,31.0,0.7209302325581395
67553,32.0,dd/e,fit,64.0,,699784,just right,4.0,4,817516,,0.8475235268649493
67554,32.0,b,fit,69.0,39.0,699784,just right,5.0,8,396013,33.0,0.8461538461538461
67559,34.0,b,fit,62.0,,699784,just right,4.0,4,85354,,0.8475235268649493
67561,,,fit,63.0,,699784,just right,5.0,12,693407,,0.8475235268649493
67564,36.0,c,fit,66.0,45.0,699784,just right,4.0,8,23377,38.0,0.8444444444444444
67565,36.0,b,fit,62.0,,699784,just right,5.0,15,190006,,0.8475235268649493
67567,34.0,a,fit,60.0,,699784,just right,4.0,1,761656,,0.8475235268649493
67570,34.0,dd/e,fit,69.0,46.0,699784,just right,4.0,4,148530,39.0,0.8478260869565217
67573,34.0,b,fit,64.0,,699784,just right,4.0,8,946664,,0.8475235268649493
67575,32.0,ddd/f,fit,65.07546831585552,47.0,699784,just right,5.0,8,128865,40.0,0.851063829787234
67576,38.0,c,fit,66.0,42.0,699784,just right,4.0,15,266154,36.0,0.8571428571428571
67578,34.0,a,fit,62.0,49.0,699784,just right,5.0,4,482899,42.0,0.8571428571428571
67579,34.0,j,fit,64.0,50.0,699784,just right,4.0,12,525894,42.0,0.84
67580,34.0,b,fit,64.0,,699784,just right,5.0,8,371565,,0.8475235268649493
67582,36.0,d,fit,62.0,45.0,699784,just right,5.0,20,936337,38.0,0.8444444444444444
67586,34.0,b,fit,64.0,40.0,699784,just right,5.0,8,813853,34.0,0.85
67588,34.0,d,fit,66.0,38.0,699784,just right,5.0,12,22155,32.0,0.8421052631578947
67592,,,fit,68.0,34.0,699784,just right,5.0,12,123316,29.0,0.8529411764705882
67593,38.0,dd/e,fit,66.0,35.0,699784,just right,4.0,12,796916,30.0,0.8571428571428571
67594,32.0,c,fit,62.0,51.0,699784,just right,5.0,8,731894,43.0,0.8431372549019608
67597,36.0,b,fit,67.0,43.0,699784,just right,4.0,8,774779,37.0,0.8604651162790697
67599,36.0,c,fit,65.0,52.0,699784,just right,4.0,4,692843,44.0,0.8461538461538461
67603,34.0,c,fit,67.0,50.0,699784,just right,5.0,4,878153,42.0,0.84
67605,36.0,c,fit,59.0,53.0,699784,just right,4.0,12,386332,45.0,0.8490566037735849
67606,34.0,dd/e,fit,66.0,48.0,699784,just right,5.0,12,293095,41.0,0.8541666666666666
67609,30.0,dd/e,fit,70.0,,699784,just right,5.0,4,359183,,0.8475235268649493
67610,34.0,a,fit,64.0,50.0,699784,just right,5.0,8,277301,42.0,0.84
67613,36.0,b,fit,71.0,,699784,just right,5.0,8,731911,,0.8475235268649493
67615,34.0,b,fit,65.0,45.0,699784,just right,4.0,12,654091,38.0,0.8444444444444444
67616,32.0,b,fit,66.0,39.0,699784,just right,4.0,4,193394,33.0,0.8461538461538461
67619,32.0,c,fit,64.0,43.0,699784,just right,5.0,4,141548,37.0,0.8604651162790697
67622,34.0,d,fit,68.0,,699784,just right,5.0,12,222271,,0.8475235268649493
67623,40.0,d,fit,72.0,38.0,699784,just right,4.0,32,276551,32.0,0.8421052631578947
67625,36.0,d,fit,70.0,,699784,just right,4.0,15,783251,,0.8475235268649493
67629,36.0,c,fit,66.0,40.0,699784,just right,5.0,20,650975,33.0,0.825
67630,36.0,c,fit,66.0,40.0,699784,just right,4.0,8,645027,33.0,0.825
67634,34.0,ddd/f,fit,70.0,44.0,699784,just right,4.0,15,590809,37.0,0.8409090909090909
67635,34.0,c,fit,62.0,,699784,just right,4.0,4,897881,,0.8475235268649493
67637,34.0,b,fit,63.0,,699784,just right,5.0,12,877609,,0.8475235268649493
67639,32.0,c,fit,63.0,48.0,699784,just right,4.0,4,40169,41.0,0.8541666666666666
67643,,,fit,64.0,35.0,699784,just right,5.0,4,516304,30.0,0.8571428571428571
67644,38.0,d,fit,69.0,,699784,just right,5.0,26,897445,,0.8475235268649493
67645,32.0,d,fit,66.0,36.0,699784,just right,5.0,8,286019,31.0,0.8611111111111112
67646,32.0,c,fit,67.0,36.0,699784,just right,4.0,4,563926,31.0,0.8611111111111112
67648,34.0,ddd/f,fit,66.0,,699784,just right,5.0,15,578990,,0.8475235268649493
67649,34.0,d,fit,63.0,42.0,699784,just right,5.0,8,134978,36.0,0.8571428571428571
67651,34.0,a,fit,67.0,35.0,699784,just right,4.0,8,794263,30.0,0.8571428571428571
67654,36.0,b,fit,64.0,36.0,699784,just right,5.0,4,274505,31.0,0.8611111111111112
67659,36.0,i,fit,62.0,35.0,699784,just right,5.0,20,698028,30.0,0.8571428571428571
67661,34.0,c,fit,66.0,,699784,just right,5.0,12,627241,,0.8475235268649493
67662,36.0,dd/e,fit,67.0,37.0,699784,just right,4.0,12,939219,31.0,0.8378378378378378
67664,34.0,d,fit,64.0,36.0,699784,just right,4.0,8,149234,31.0,0.8611111111111112
67665,34.0,a,fit,66.0,40.0,699784,just right,4.0,8,843085,34.0,0.85
67666,36.0,c,fit,63.0,38.0,699784,just right,4.0,4,507437,32.0,0.8421052631578947
